name,affiliation,homepage,scholarid
Caitlin Porter,Purdue University,,
Michael Brzezinski,Purdue University,,
Camille Roth,CNRS,,
Floriana Gargiulo,CNRS,,
Klaus Hamberger,CNRS,,
Michael McBride,University of California - Irvine,,
Michael Caldara,University of California - Irvine,,
Shigemi Kagawa,Kyushu University,,
Shunsuke Okamoto,Kyushu University,,
Sangwon Suh,University of California - Santa Barbara,,
Yasushi Kondo,Waseda University,,
Keisuke Nansai,National Institute for Environmental Studies,,
James Nastos,University of British Columbia,,
Yong Gao 0001,University of British Columbia,,
Theo A. Arentze,Eindhoven University of Technology,,
Matthias Kowald,ETH Zurich,,
Kay W. Axhausen,ETH Zurich,,
Enrico Bozzo,University of Udine,,
Massimo Franceschet,University of Udine,,
Nicholas Charron,University of Gothenburg,,
Paul D. McLean,Rutgers University,,
Joeri M. Mol,University of Melbourne,,
Klarita Gërxhani,University of Amsterdam,,
Arthur Schram,University of Amsterdam,,
Rami Puzis,University of Maryland - College Park,,
Manish Purohit,University of Maryland - College Park,,
V. S. Subrahmanian,University of Maryland - College Park,,
Jacob Dijkstra,University of Groningen,,
Marcel A. L. M. van Assen,Tilburg University,,
Sara Geven,Utrecht University,,
Jeroen Weesie,Utrecht University,,
Lindsey Trimble O'Connor,California State University Channel Islands,,
Juliette Stehlé,CNRS,,
Ciro Cattuto,Institute for Scientific Interchange (ISI) Foundation,,
Alain Barrat,CNRS,,
Ryan M. Acton,University of Massachusetts,,
Eran Shor,McGill University,,
David J. Roelfs,University of Louisville,,
Tamar Yogev,University of Haifa,,
Rosa M. V. Figueiredo,University of Aveiro,,
Gisele Moura,Rio de Janeiro State University,,
Rebecca Nash,Simon Fraser University,,
Rebecca Jenkinson,Burnet Institute,,
Philippa E. Pattison,University of Melbourne,,
Rachel Sacks-Davis,Burnet Institute,,
Galina Daraganova,University of Melbourne,,
Margaret Hellard,Burnet Institute,,
Emma McBryde,University of Melbourne,,
Yoshihisa Kashima,University of Melbourne,,
Dean Lusher,Swinburne University of Technology,,
Leonie J. Pearson,University of Melbourne,,
Craig Pearson,University of Melbourne,,
Werner Raub,Utrecht University,,
Scott D. McClurg,Southern Illinois University,,
David Lazer,Harvard University,,
Tobias Heinrich,University of South Carolina,,
Eric Schoon,University of Arizona,,
Victor Asal,University at Albany,,
R. Karl Rethemeyer,University at Albany,,
Lauren Rhue,York University,,
Arun Sundararajan,York University,,
Laura Sartori,University of Bologna,,
Michael T. Heaney,University of Michigan,,
Justin H. Kirkland,University of Houston,,
Justin H. Gross,University of North Carolina,,
Robert Huckfeldt,University of California - Davis,,
Matthew T. Pietryka,University of California - Davis,,
Daniel P. Enemark,University of Southern California,,
Mathew D. McCubbins,University of Southern California,,
Nicholas Weller,University of Southern California,,
Jason Bello,London School of Economics and Political Science,,
Meredith Rolfe,London School of Economics and Political Science,,
Anand E. Sokhey,University of Colorado,,
Paul A. Djupe,Denison University,,
Jason M. Smith,Utah State University,,
Virginie Kidwell-Lopez,University of Texas at Dallas,,
Jennifer Golbeck,University of Maryland - College Park,,
Derek L. Hansen,Brigham Young University,,
Richard Heidler,Bergische University Wuppertal,,
Florian Eßer,University of Hildesheim,,
Mayukh Dass,Texas Tech University,,
Dawn Iacobucci,Vanderbilt University,,
Miruna Petrescu-Prahova,University of Washington,,
Duy Quang Vu,University of Melbourne,,
Tarik Crnovrsanin,University of California - Davis,,
Chris Muelder,University of California - Davis,,
Kwan-Liu Ma,University of California - Davis,,
Henk Flap,Utrecht University,,
Brandon Brooks,Michigan State University,,
Bernie Hogan,University of Oxford,,
Nicole B. Ellison,University of Michigan,,
Cliff Lampe,University of Michigan,,
Alejandro Rivero,University of Zaragoza,,
Maria Rosaria D'Esposito,University of Salerno,,
Domenico De Stefano,Ca' Foscari University of Venice,,
J. C. Barnes,University of Texas at Dallas,,
Kevin M. Beaver,Florida State University,,
Michael TenEyck,University of Texas at Dallas,,
Peter Pal Zubcsek,University of Florida,,
Imran Chowdhury,Pace University,,
Zsolt Katona,University of California - Berkeley,,
Murray Aitkin,University of Melbourne,,
Brian Francis,Lancaster University,,
Wei Wang 0211,University of Central Florida,,
Eric J. Neuman,University of Illinois at Urbana-Champaign,,
Daniel A. Newman,University of Illinois at Urbana-Champaign,,
Jeremy M. Koster,University of Cincinnati,,
George Leckie,University of Bristol,,
David Tuckett,University College London,,
Robert Elliott Smith,University College London,,
Rickard Nyman,University College London,,
Alfredo Jose Morales,Polytechnic University of Madrid,,
Javier Borondo,Polytechnic University of Madrid,,
Juan Carlos Losada,Polytechnic University of Madrid,,
Rosa M. Benito,Polytechnic University of Madrid,,
Noah E. Friedkin,University of California - Santa Barbara,,
Eugene C. Johnsen,University of California - Santa Barbara,,
David Savage,RMIT University,,
Xiuzhen Zhang,RMIT University,,
Xinghuo Yu 0001,RMIT University,,
Pauline Chou,RMIT University,,
Qingmai Wang,RMIT University,,
Valentyn Kalnysh,Ukrainian Institute of Public Health,,
Yuri Kalnysh,Ukrainian Academy of Public Service,,
Zachary Neal,Michigan State University,,
Angela Bohn,Institute for Statistics and Mathematics,,
Christian Buchta,Institute for Service Marketing and Tourism,,
Kurt Hornik,Institute for Statistics and Mathematics,,
Patrick Mair,Institute for Statistics and Mathematics,,
Sam Schramski,Federal University of Amazonas,,
Mark Caudell,Washington State University,,
Thomas Rotolo,Washington State University,,
Mulye Grima,Hawassa University,,
Vincent G. Moscardelli,University of Connecticut,,
Brian F. Schaffner,University of Massachusetts,,
Michael S. Kowal,University of Massachusetts,,
Martin Hällsten,Stockholm University,,
Christofer R. Edling,Lund University,,
Jens Rydgren,Stockholm University,,
David E. Eagle,Duke University,,
Rae Jean Proeschold-Bell,Duke University,,
Nadine Tamburrini,Royal Holloway University of London,,
Marco Cinnirella,Royal Holloway University of London,,
Vincent A. A. Jansen,Royal Holloway University of London,,
John Bryden,Royal Holloway University of London,,
Vontrese Deeds Pamphile,Northwestern University,,
Peter McMahan,University of Chicago,,
Xianbi Huang,La Trobe University,,
Lei Zhang 0042,University of Minnesota,,
Robert Faris,University of California - Davis,,
Alexander G. Nikolaev,State University of New York at Buffalo,,
Raihan Razib,State University of New York at Buffalo,,
Ashwin Kucheriya,State University of New York at Buffalo,,
Pieter-Paul Verhaeghe,Ghent University,,
Koen Van der Bracht,Ghent University,,
Bart Van de Putte,Ghent University,,
Cuihua Shen,University of California - Davis,,
Wenhong Chen,University of Texas at Austin,,
Jason Owen-Smith,University of Michigan,,
Natalie C. Cotton-Nessler,Bentley University,,
Helena Buhr,The Northwestern Institute on Complex Systems (NICO),,
Maria Grazia Vigliotti,Imperial College London,,
Chris Hankin,Imperial College London,,
Matthew Johnson 0002,Durham University,,
Daniël Paulusma,Durham University,,
Todd C. Lehmann,University of Michigan,,
James A. Rolfsen,Creighton University,,
Terry D. Clark,Creighton University,,
Ling Heng Henry Wong,University of Melbourne,,
André F. Gygax,University of Melbourne,,
Bart Husslage,Fontys University of Applied Sciences,,
Peter Borm,Tilburg University,,
Twan Burg,Tilburg University,,
Herbert Hamers,Tilburg University,,
Roy Lindelauf,Netherlands Defense Academy,,
Weihua An,Indiana University,,
Long Doan,Indiana University,,
Jacob Habinek,University of California - Berkeley,,
John Levi Martin,University of Chicago,,
Benjamin D. Zablocki,Rutgers University,,
Michaela Hoffman,University of Missouri,,
Douglas L. Steinley,University of Missouri,,
Vladimir Batagelj,Institute of Mathematics,,
Xiangju Qin,University College Dublin,,
Pádraig Cunningham,University College Dublin,,
Michael Salter-Townshend,University of Oxford,,
Jesse Shore,Boston University,,
Benjamin Lubin,Boston University,,
Katrien Fransen,KU Leuven,,
Stef Van Puyenbroeck,KU Leuven,,
Todd M. Loughead,University of Windsor,,
Norbert Vanbeselaere,KU Leuven,,
Bert De Cuyper,KU Leuven,,
Gert Vande Broek,KU Leuven,,
Filip Boen,KU Leuven,,
Robin I. M. Dunbar,University of Oxford,,
Valerio Arnaboldi,University of Oxford,,
Marco Conti,Institute of Informatics and Telematics of CNR,,
Andrea Passarella,Institute of Informatics and Telematics of CNR,,
Bálint Néray,Hungarian Academy of Sciences,,
Feng Shi 0005,University of Chicago,,
Jacob G. Foster,University of California - Los Angeles,,
James A. Evans,University of Chicago,,
Phillip Bonacich,University of California - Los Angeles,,
Edward Bishop Smith,Northwestern University,,
Kyle Emich,University of Delaware,,
C. Prem Sankar,University of Kerala,,
K. Satheesh Kumar,University of Kerala,,
Duy Vu,University of Melbourne,,
Andreas Tutic,University of Leipzig,,
Harald Wiese,University of Leipzig,,
J. Ashwin Rambaran,University of Groningen,,
Jan Kornelis Dijkstra,University of Groningen,,
Antonius H. N. Cillessen,Radboud University,,
Samira Malek Mohamadi Golsefid,Amirkabir University of Technology (Polytechnic of Tehran),,
Mohammad Hossein Fazel Zarandi,Amirkabir University of Technology (Polytechnic of Tehran),,
Susan Bastani,Alzahra University,,
Charles J. Gomez,Stanford University,,
Paolo Parigi,Stanford University,,
Elise Cappella,York University,,
Helian Xu,Hunan University,,
Balázs Kovács,Yale University,,
Chengwei Liu,University of Warwick,,
Beata Lopaciuk-Gonczaryk,University of Warsaw,,
Shanfeng Wang,Xidian University,,
Lijia Ma,Xidian University,,
Qiguang Miao,Xidian University,,
Emily Hoagland,Cornell University,,
Eleonora Patacchini,Sapienza University of Rome,,
Yves Zenou,Stockholm University,,
Ning Wang 0013,University of Oxford,,
Hanno Kruse,University of Mannheim,,
Sanne Smith,Utrecht University,,
Ineke Maas,Utrecht University,,
Sadamori Koujaku,Hokkaido University,,
Ichigaku Takigawa,Hokkaido University,,
Mineichi Kudo,Hokkaido University,,
Hideyuki Imai,Hokkaido University,,
Linton C. Freeman,University of California - Irvine,,
Andreas Flache,University of Groningen,,
Anke Munniksma,University of Amsterdam,,
Hongzhong Deng,National University of Defense Technology,,
Peter Abell,London School of Economics and Political Science,,
Ofer Engel,London School of Economics and Political Science,,
Jun Wu 0004,National University of Defense Technology,,
Yuejin Tan,National University of Defense Technology,,
Molly E. Brown,University of Maryland - College Park,,
Monica Ihli,University of Tennessee,,
Gerald C. Kane,Boston College,,
Eva Huszti,University of Debrecen,,
Ildikó Barna,Eötvös Loránd University,,
Paola Zappa,University of Lugano,,
Julia Brennecke,Swinburne University of Technology,,
Julien Brailly,University Paris-Dauphine,,
Guillaume Favre,University Paris-Dauphine,,
Josiane Chatellet,University Paris-Dauphine,,
Andrew J. Slaughter,US Army Research Institute for the Behavioral and Social Sciences,,
Philippa Pattison,University of Sydney,,
Francesca Pallotti,University of Greenwich,,
Laura Prota,University of Salerno,,
Yunsong Chen,Nanjing University,,
David Melamed,Ohio State University,,
Brent Simpson,University of South Carolina,,
Frank van Tubergen,Utrecht University,,
Obaid Ali Al-Modaf,King Abdul Aziz University,,
Nora F. Almosaed,King Abdul Aziz University,,
Mohammed Ben Said Al-Ghamdi,King Abdul Aziz University,,
Michele L. Barnes,University of Hawaii at Manoa,,
Kolter Kalberg,University of Hawaii at Manoa,,
PingSun Leung,University of Hawaii at Manoa,,
Tso-Jung Yen,Academia Sinica,,
Cheng Wang 0010,University of Notre Dame,,
Rupa Jose,University of California - Irvine,,
Cynthia M. Lakon,University of California - Irvine,,
Zeynep Ertem,Texas A&M University,,
Alexander Veremyev,University of Florida,,
Sergiy Butenko,Texas A&M University,,
Sebastian Bähr,University of Erlangen-Nuremberg,,
Martin Abraham,University of Erlangen-Nuremberg,,
Eugen Pircalabelu,KU Leuven,,
Gerda Claeskens,KU Leuven,,
Christina Prell,University of Maryland - College Park,,
Robert A. Hanneman,University of California - Riverside,,
Jürgen Pfeffer,Technical University of Munich,,
Emmanuel Lazega,CNRS,,
Avner Bar-Hen,University Paris Descartes,,
Eric Giannella,University of California - Berkeley,,
Anna L. Smith,Ohio State University,,
Catherine A. Calder,Ohio State University,,
Christopher R. Browning,Ohio State University,,
Martin Hilbert,University of California - Davis,,
Poong Oh,University of Pennsylvania,,
Peter Monge,University of Southern California,,
Beate Völker,University of Amsterdam,,
Ruben De Cuyper,Netherlands Institute for the Study of Crime and Law enforcement (NSCR),,
Gerald Mollenhorst,Utrecht University,,
Anja Dirkzwager,Netherlands Institute for the Study of Crime and Law enforcement (NSCR),,
Peter van der Laan,Netherlands Institute for the Study of Crime and Law enforcement (NSCR),,
Paul Nieuwbeerta,Netherlands Institute for the Study of Crime and Law enforcement (NSCR),,
Marlène Sapin,University of Lausanne,,
Eric D. Widmer,University of Geneva,,
Katia Iglesias,University of Neuchâtel,,
Mario Luis Small,Harvard University,,
Christopher Sukhu,University of Chicago,,
Satyam Mukherjee,Northwestern University,,
Matthew Dabkowski,University of Arizona,,
Neng Fan,University of Arizona,,
Ronald L. Breiger,University of Arizona,,
Justus Uitermark,University of Amsterdam,,
Vincent A. Traag,Leiden University,,
Michael Mäs,University of Groningen,,
Karl-Dieter Opp,University of Leipzig,,
Michele Starnini,University of Barcelona,,
Andrea Baronchelli,City University London,,
Romualdo Pastor-Satorras,Polytechnic University of Catalonia,,
Vincent Chua,National University of Singapore,,
Yi Cheng Loh,University of Cambridge,,
Pádraig Mac Carron,University of Oxford,,
Kimmo Kaski,Aalto University,,
Robin Dunbar,University of Oxford,,
Alex D. Stivala,University of Melbourne,,
